ContentID,ContentType,Campaign,Likes,Date,Views,Clicks
CNT-10631,BLOG,Campaign_Spring_Sale,11403,2023-02-25,125005,27396
CNT-10632,SOCIAL MEDIA,Campaign_Q1_Launch,3957,2024-07-20,67223,12451
CNT-10633,VIDEO,Campaign_Spring_Sale,1537,2024-03-01,32514,5913
CNT-10634,NEWSLETTER,Campaign_Q4_Holiday,13632,2024-04-10,145723,34444
CNT-10635,SOCIAL MEDIA,Campaign_Q4_Holiday,7425,2023-11-15,104671,23646
CNT-10636,BLOG,Campaign_Summer_Boost,7859,2023-08-02,93327,18651
CNT-10637,BLOG,Campaign_Q1_Launch,8686,2023-07-26,101723,23228
CNT-10638,BLOG,Campaign_Q1_Launch,2380,2024-10-01,43279,10131
CNT-10639,SOCIAL MEDIA,Campaign_Summer_Boost,8766,2024-07-04,112377,21612
CNT-10640,SOCIAL MEDIA,Campaign_Spring_Sale,6714,2023-03-26,80402,15382
CNT-10641,SOCIAL MEDIA,Campaign_Summer_Boost,2406,2023-11-19,33306,6617
CNT-10642,BLOG,Campaign_Q1_Launch,7295,2023-01-18,136768,24805
CNT-10643,NEWSLETTER,Campaign_Spring_Sale,7051,2023-04-19,125778,22747
CNT-10644,BLOG,Campaign_Q1_Launch,6016,2024-03-23,92844,18414
CNT-10645,SOCIAL MEDIA,Campaign_Q1_Launch,10123,2023-09-08,125117,29721
CNT-10646,BLOG,Campaign_Spring_Sale,12133,2024-08-15,133794,29680
CNT-10647,NEWSLETTER,Campaign_Spring_Sale,1508,2024-03-23,29295,5579
CNT-10648,BLOG,Campaign_Q4_Holiday,4361,2023-06-11,59269,11894
CNT-10649,SOCIAL MEDIA,Campaign_Summer_Boost,10075,2023-04-25,147971,32139
CNT-10650,SOCIAL MEDIA,Campaign_Summer_Boost,4404,2024-07-26,62379,13238
CNT-10651,VIDEO,Campaign_Summer_Boost,7643,2023-12-08,108909,25822
CNT-10652,VIDEO,Campaign_Summer_Boost,6675,2023-10-28,97199,22372
CNT-10653,BLOG,Campaign_Q4_Holiday,4317,2024-08-21,80908,18289
CNT-10654,VIDEO,Campaign_Q1_Launch,4454,2023-11-07,82587,15225
CNT-10655,SOCIAL MEDIA,Campaign_Q4_Holiday,8691,2024-05-20,144896,30761
CNT-10656,VIDEO,Campaign_Q1_Launch,12326,2024-09-05,146624,31564
CNT-10657,BLOG,Campaign_Q1_Launch,3070,2024-04-07,47750,11154
CNT-10658,VIDEO,Campaign_Spring_Sale,10283,2023-12-18,126022,26389
CNT-10659,VIDEO,Campaign_Spring_Sale,6989,2024-12-08,146991,32611
CNT-10660,BLOG,Campaign_Q1_Launch,10735,2024-10-12,135960,28417
CNT-10661,NEWSLETTER,Campaign_Spring_Sale,5822,2024-11-20,85739,19039
CNT-10662,SOCIAL MEDIA,Campaign_Q1_Launch,8393,2023-01-13,123424,22940
CNT-10663,NEWSLETTER,Campaign_Spring_Sale,2061,2024-05-07,38016,7721
CNT-10664,BLOG,Campaign_Spring_Sale,10378,2024-05-29,142872,28677
CNT-10665,SOCIAL MEDIA,Campaign_Spring_Sale,10651,2023-12-13,119756,25076
CNT-10666,VIDEO,Campaign_Summer_Boost,2481,2024-06-17,28691,5892
CNT-10667,VIDEO,Campaign_Summer_Boost,5567,2023-11-29,108997,24476
CNT-10668,BLOG,Campaign_Q4_Holiday,7007,2024-07-27,124156,22951
CNT-10669,BLOG,Campaign_Q1_Launch,6171,2024-02-02,77787,15964
CNT-10670,BLOG,Campaign_Q4_Holiday,1577,2023-11-18,18709,3751
CNT-10671,VIDEO,Campaign_Q4_Holiday,2301,2023-08-01,45557,10560
CNT-10672,BLOG,Campaign_Q4_Holiday,3258,2024-01-16,64251,12287
CNT-10673,VIDEO,Campaign_Spring_Sale,6918,2024-08-30,112830,22982
CNT-10674,SOCIAL MEDIA,Campaign_Q1_Launch,3565,2024-08-04,53095,11599
CNT-10675,NEWSLETTER,Campaign_Summer_Boost,8478,2024-06-22,116668,25058
CNT-10676,NEWSLETTER,Campaign_Q4_Holiday,3795,2023-08-18,66956,12394
CNT-10677,VIDEO,Campaign_Summer_Boost,2563,2024-12-26,57476,12051
CNT-10678,SOCIAL MEDIA,Campaign_Q4_Holiday,3450,2024-07-30,63025,12026
CNT-10679,VIDEO,Campaign_Q4_Holiday,3048,2023-05-04,80651,15161
CNT-10680,SOCIAL MEDIA,Campaign_Q4_Holiday,7787,2023-01-11,88811,18146
CNT-10681,VIDEO,Campaign_Q4_Holiday,5120,2024-09-12,117354,22558
CNT-10682,VIDEO,Campaign_Q4_Holiday,6079,2023-01-18,78888,16408
CNT-10683,BLOG,Campaign_Summer_Boost,3417,2023-06-03,74302,16995
CNT-10684,SOCIAL MEDIA,Campaign_Spring_Sale,1067,2024-04-26,18164,3719
CNT-10685,SOCIAL MEDIA,Campaign_Summer_Boost,8863,2023-10-24,143537,29753
CNT-10686,SOCIAL MEDIA,Campaign_Summer_Boost,1582,2023-01-09,32008,5765
CNT-10687,VIDEO,Campaign_Spring_Sale,2417,2023-05-11,56771,11815
CNT-10688,BLOG,Campaign_Spring_Sale,9744,2024-01-26,131520,26077
CNT-10689,SOCIAL MEDIA,Campaign_Summer_Boost,2750,2023-12-16,48377,10691
CNT-10690,NEWSLETTER,Campaign_Q1_Launch,3609,2023-06-04,45391,9686
CNT-10691,VIDEO,Campaign_Spring_Sale,1078,2024-11-19,15866,3509
CNT-10692,BLOG,Campaign_Q4_Holiday,3842,2023-07-24,51369,11284
CNT-10693,VIDEO,Campaign_Q1_Launch,2092,2023-03-22,39611,8688
CNT-10694,NEWSLETTER,Campaign_Q4_Holiday,1318,2024-02-05,22869,5227
CNT-10695,NEWSLETTER,Campaign_Q4_Holiday,8297,2024-09-23,118086,22874
CNT-10696,BLOG,Campaign_Q4_Holiday,4647,2023-06-12,60924,12820
CNT-10697,NEWSLETTER,Campaign_Summer_Boost,4389,2024-12-01,88369,17689
CNT-10698,NEWSLETTER,Campaign_Q1_Launch,4653,2023-02-01,60359,13283
CNT-10699,SOCIAL MEDIA,Campaign_Q4_Holiday,7588,2023-07-22,109693,21184
CNT-10700,VIDEO,Campaign_Spring_Sale,4773,2023-05-10,55711,12402
CNT-10701,NEWSLETTER,Campaign_Summer_Boost,5750,2024-10-08,123672,25612
CNT-10702,BLOG,Campaign_Q1_Launch,4431,2024-04-10,80411,14736
CNT-10703,VIDEO,Campaign_Q4_Holiday,2532,2024-02-12,32579,6110
CNT-10704,BLOG,Campaign_Spring_Sale,7347,2024-07-08,89459,20660
CNT-10705,VIDEO,Campaign_Summer_Boost,4540,2024-06-01,56936,12979
CNT-10706,SOCIAL MEDIA,Campaign_Spring_Sale,821,2023-05-04,16042,3760
CNT-10707,BLOG,Campaign_Q4_Holiday,7328,2023-04-02,130793,27440
CNT-10708,SOCIAL MEDIA,Campaign_Q4_Holiday,2194,2024-02-28,37255,7618
CNT-10709,BLOG,Campaign_Spring_Sale,8384,2023-05-18,148206,34699
CNT-10710,NEWSLETTER,Campaign_Q1_Launch,8349,2024-07-31,100928,22142
CNT-10711,VIDEO,Campaign_Spring_Sale,5394,2023-10-31,94933,20288
CNT-10712,SOCIAL MEDIA,Campaign_Summer_Boost,8375,2024-02-24,98844,20508
CNT-10713,NEWSLETTER,Campaign_Q1_Launch,6071,2024-03-23,77315,18177
CNT-10714,BLOG,Campaign_Summer_Boost,1921,2023-02-04,19313,4376
CNT-10715,VIDEO,Campaign_Summer_Boost,9127,2024-06-11,105879,23633
CNT-10716,SOCIAL MEDIA,Campaign_Spring_Sale,5399,2024-01-09,69601,14884
CNT-10717,SOCIAL MEDIA,Campaign_Q4_Holiday,1542,2023-10-19,19001,4473
CNT-10718,VIDEO,Campaign_Spring_Sale,7286,2024-07-29,135500,24639
CNT-10719,BLOG,Campaign_Spring_Sale,7416,2024-07-01,122416,22287
CNT-10720,VIDEO,Campaign_Q4_Holiday,2140,2023-08-17,50602,9110
CNT-10721,SOCIAL MEDIA,Campaign_Q1_Launch,2397,2024-08-14,32482,6154
CNT-10722,NEWSLETTER,Campaign_Q4_Holiday,7341,2023-06-17,139973,28794
CNT-10723,VIDEO,Campaign_Spring_Sale,9997,2024-05-30,131339,25402
CNT-10724,SOCIAL MEDIA,Campaign_Q4_Holiday,4511,2024-10-17,109790,22532
CNT-10725,VIDEO,Campaign_Q1_Launch,8981,2024-05-17,106096,21679
CNT-10726,BLOG,Campaign_Spring_Sale,5323,2023-09-24,121964,25532
CNT-10727,NEWSLETTER,Campaign_Q4_Holiday,3205,2023-09-15,67750,14638
CNT-10728,VIDEO,Campaign_Summer_Boost,8707,2024-10-31,85922,20558
CNT-10729,NEWSLETTER,Campaign_Spring_Sale,2087,2024-05-29,28127,6337
CNT-10730,NEWSLETTER,Campaign_Q1_Launch,1973,2023-04-07,30239,6984
CNT-10731,SOCIAL MEDIA,Campaign_Spring_Sale,8830,2023-11-20,125735,28962
CNT-10732,BLOG,Campaign_Q4_Holiday,12875,2024-07-31,148271,34647
CNT-10733,BLOG,Campaign_Q1_Launch,3832,2023-10-28,95178,17212
CNT-10734,NEWSLETTER,Campaign_Q1_Launch,6699,2023-01-14,97702,21152
CNT-10735,VIDEO,Campaign_Q1_Launch,2890,2023-02-05,33439,7857
CNT-10736,NEWSLETTER,Campaign_Spring_Sale,9232,2024-03-27,147767,34916
CNT-10737,SOCIAL MEDIA,Campaign_Summer_Boost,11747,2024-08-09,145061,28574
CNT-10738,SOCIAL MEDIA,Campaign_Q1_Launch,3693,2024-06-27,87428,16285
CNT-10739,BLOG,Campaign_Q4_Holiday,6822,2023-04-22,145498,26780
CNT-10740,SOCIAL MEDIA,Campaign_Q1_Launch,9140,2024-07-08,106790,21104
CNT-10741,BLOG,Campaign_Spring_Sale,5361,2024-08-19,108968,23734
CNT-10742,VIDEO,Campaign_Spring_Sale,9650,2023-01-15,107634,23256
CNT-10743,BLOG,Campaign_Spring_Sale,4017,2024-08-01,89104,16375
CNT-10744,NEWSLETTER,Campaign_Q1_Launch,3965,2024-07-25,74839,16885
CNT-10745,NEWSLETTER,Campaign_Q4_Holiday,8614,2024-10-09,137751,28011
CNT-10746,NEWSLETTER,Campaign_Spring_Sale,9468,2023-07-26,98933,23128
CNT-10747,BLOG,Campaign_Q1_Launch,6115,2024-04-26,70693,15117
CNT-10748,SOCIAL MEDIA,Campaign_Q4_Holiday,6674,2023-07-19,90175,17801
CNT-10749,VIDEO,Campaign_Q1_Launch,7413,2024-12-08,148833,28545
CNT-10750,SOCIAL MEDIA,Campaign_Q4_Holiday,1275,2023-09-06,17234,3288
CNT-10751,SOCIAL MEDIA,Campaign_Q1_Launch,11261,2024-07-26,138711,25986
CNT-10752,VIDEO,Campaign_Summer_Boost,3591,2023-04-18,45728,8841
CNT-10753,VIDEO,Campaign_Q4_Holiday,8681,2024-04-04,148524,30432
CNT-10754,NEWSLETTER,Campaign_Q4_Holiday,6227,2024-12-22,144313,26595
CNT-10755,SOCIAL MEDIA,Campaign_Q1_Launch,3276,2024-03-30,74682,13707
CNT-10756,BLOG,Campaign_Q4_Holiday,5084,2023-07-10,85730,15603
CNT-10757,SOCIAL MEDIA,Campaign_Q1_Launch,4218,2024-05-15,69844,14322
CNT-10758,NEWSLETTER,Campaign_Q1_Launch,4072,2024-11-09,59498,11660
CNT-10759,SOCIAL MEDIA,Campaign_Q4_Holiday,8408,2023-03-07,99837,20016
CNT-10760,SOCIAL MEDIA,Campaign_Q4_Holiday,5788,2023-09-22,88873,19069
CNT-10761,BLOG,Campaign_Q1_Launch,5984,2023-07-01,96048,19111
CNT-10762,BLOG,Campaign_Q4_Holiday,6129,2024-06-14,93760,22348
CNT-10763,SOCIAL MEDIA,Campaign_Summer_Boost,4185,2024-09-10,51568,11510
CNT-10764,VIDEO,Campaign_Q1_Launch,10245,2023-04-16,110761,26238
CNT-10765,VIDEO,Campaign_Summer_Boost,7030,2023-08-26,128450,26792
CNT-10766,BLOG,Campaign_Q1_Launch,5574,2024-03-06,98824,20515
CNT-10767,NEWSLETTER,Campaign_Q1_Launch,6214,2024-06-28,111539,20480
CNT-10768,VIDEO,Campaign_Spring_Sale,14775,2024-08-19,147121,32971
CNT-10769,SOCIAL MEDIA,Campaign_Summer_Boost,5523,2024-05-11,128748,25674
CNT-10770,BLOG,Campaign_Q4_Holiday,1981,2023-12-19,28532,5561
CNT-10771,NEWSLETTER,Campaign_Spring_Sale,7129,2024-08-14,78188,18080
CNT-10772,SOCIAL MEDIA,Campaign_Spring_Sale,8595,2023-05-22,93814,20397
CNT-10773,BLOG,Campaign_Summer_Boost,5363,2023-12-12,133507,24460
CNT-10774,NEWSLETTER,Campaign_Spring_Sale,7754,2024-10-17,120494,23079
CNT-10775,SOCIAL MEDIA,Campaign_Spring_Sale,7895,2023-05-29,85606,20521
CNT-10776,NEWSLETTER,Campaign_Q1_Launch,7046,2024-11-18,113968,21267
CNT-10777,NEWSLETTER,Campaign_Spring_Sale,10292,2024-04-18,149020,34953
CNT-10778,BLOG,Campaign_Q4_Holiday,6816,2023-08-09,124567,27828
CNT-10779,NEWSLETTER,Campaign_Q1_Launch,4416,2023-10-13,69818,15434
CNT-10780,NEWSLETTER,Campaign_Q4_Holiday,2917,2023-07-13,63606,13026
CNT-10781,VIDEO,Campaign_Spring_Sale,6054,2023-04-03,61885,13827
CNT-10782,SOCIAL MEDIA,Campaign_Spring_Sale,4065,2024-02-06,51568,10861
CNT-10783,SOCIAL MEDIA,Campaign_Summer_Boost,4535,2023-04-08,78085,17265
CNT-10784,BLOG,Campaign_Summer_Boost,4567,2024-07-06,104581,21134
CNT-10785,SOCIAL MEDIA,Campaign_Summer_Boost,5627,2023-02-22,77661,14377
CNT-10786,SOCIAL MEDIA,Campaign_Summer_Boost,5844,2023-06-12,120470,23308
CNT-10787,SOCIAL MEDIA,Campaign_Q4_Holiday,9797,2024-09-19,139477,26702
CNT-10788,VIDEO,Campaign_Summer_Boost,11030,2024-01-25,132119,28375
CNT-10789,BLOG,Campaign_Q4_Holiday,3380,2024-08-21,41283,8487
CNT-10790,NEWSLETTER,Campaign_Spring_Sale,2967,2024-01-11,39216,7516
CNT-10791,VIDEO,Campaign_Q4_Holiday,4202,2024-07-03,60251,13919
CNT-10792,BLOG,Campaign_Q4_Holiday,5497,2024-03-24,91591,21764
CNT-10793,NEWSLETTER,Campaign_Q1_Launch,4033,2024-01-06,60832,11719
CNT-10794,NEWSLETTER,Campaign_Spring_Sale,8020,2024-11-11,90885,18513
CNT-10795,SOCIAL MEDIA,Campaign_Q4_Holiday,3233,2023-01-17,69876,12904
CNT-10796,BLOG,Campaign_Q4_Holiday,1157,2024-02-08,25978,4836
CNT-10797,SOCIAL MEDIA,Campaign_Q1_Launch,6817,2024-02-19,76765,18168
CNT-10798,BLOG,Campaign_Q1_Launch,7447,2023-10-16,89444,20301
CNT-10799,VIDEO,Campaign_Q1_Launch,7630,2024-10-29,128536,29360
CNT-10800,SOCIAL MEDIA,Campaign_Q1_Launch,3817,2024-12-07,74962,17733
CNT-10801,VIDEO,Campaign_Q4_Holiday,7015,2023-07-03,123016,23876
CNT-10802,SOCIAL MEDIA,Campaign_Summer_Boost,7009,2023-10-25,110114,25351
CNT-10803,VIDEO,Campaign_Summer_Boost,12539,2024-01-23,133938,29053
CNT-10804,SOCIAL MEDIA,Campaign_Spring_Sale,8104,2024-10-11,107273,19797
CNT-10805,VIDEO,Campaign_Summer_Boost,6934,2024-02-29,126932,23455
CNT-10806,VIDEO,Campaign_Q1_Launch,6166,2023-10-31,62882,14587
CNT-10807,NEWSLETTER,Campaign_Q1_Launch,3080,2023-12-10,42237,8723
CNT-10808,SOCIAL MEDIA,Campaign_Q1_Launch,6245,2023-11-16,114545,26743
CNT-10809,BLOG,Campaign_Q1_Launch,1554,2024-07-12,21266,4359
CNT-10810,BLOG,Campaign_Summer_Boost,8207,2023-06-01,138375,32160
CNT-10811,VIDEO,Campaign_Q4_Holiday,4774,2024-11-30,106526,19532
CNT-10812,BLOG,Campaign_Spring_Sale,5471,2023-12-21,70432,15949
CNT-10813,BLOG,Campaign_Summer_Boost,1550,2024-10-19,18666,3876
CNT-10814,VIDEO,Campaign_Q4_Holiday,3821,2023-06-22,59967,13012
CNT-10815,SOCIAL MEDIA,Campaign_Q1_Launch,8937,2024-03-11,105716,23080
CNT-10816,NEWSLETTER,Campaign_Q4_Holiday,2208,2023-08-16,39716,7750
CNT-10817,SOCIAL MEDIA,Campaign_Q1_Launch,8692,2024-08-11,145971,32965
CNT-10818,BLOG,Campaign_Summer_Boost,3977,2024-07-30,81969,18371
CNT-10819,SOCIAL MEDIA,Campaign_Summer_Boost,4727,2023-07-04,61602,11667
CNT-10820,VIDEO,Campaign_Summer_Boost,3957,2024-11-27,62447,11418
CNT-10821,BLOG,Campaign_Spring_Sale,4245,2024-07-14,44009,10152
CNT-10822,VIDEO,Campaign_Q1_Launch,3555,2023-12-09,56398,11562
CNT-10823,VIDEO,Campaign_Summer_Boost,1605,2024-12-30,29954,6249
CNT-10824,SOCIAL MEDIA,Campaign_Summer_Boost,2146,2023-09-02,31608,6128
CNT-10825,VIDEO,Campaign_Spring_Sale,4610,2023-06-22,59240,11961
CNT-10826,NEWSLETTER,Campaign_Summer_Boost,10830,2023-09-03,119184,27274
CNT-10827,SOCIAL MEDIA,Campaign_Summer_Boost,7241,2024-11-26,92512,16914
CNT-10828,SOCIAL MEDIA,Campaign_Q4_Holiday,6001,2024-08-21,118018,23755
CNT-10829,BLOG,Campaign_Spring_Sale,4978,2023-08-19,108418,24311
CNT-10830,VIDEO,Campaign_Q4_Holiday,5095,2024-02-26,81757,18744
CNT-10831,SOCIAL MEDIA,Campaign_Spring_Sale,2317,2023-12-07,27270,5751
CNT-10832,VIDEO,Campaign_Summer_Boost,12585,2023-12-09,148996,34462
CNT-10833,VIDEO,Campaign_Summer_Boost,4191,2024-04-22,45911,9798
CNT-10834,NEWSLETTER,Campaign_Spring_Sale,1660,2023-09-17,42465,7794
CNT-10835,BLOG,Campaign_Summer_Boost,7646,2023-04-20,138344,29653
CNT-10836,VIDEO,Campaign_Q4_Holiday,2623,2023-01-11,47735,9979
CNT-10837,VIDEO,Campaign_Spring_Sale,5492,2024-05-31,82161,16546
CNT-10838,BLOG,Campaign_Q4_Holiday,7190,2023-08-02,101390,22351
CNT-10839,NEWSLETTER,Campaign_Summer_Boost,5717,2023-01-06,87911,18982
CNT-10840,NEWSLETTER,Campaign_Spring_Sale,5640,2023-10-27,72441,14750
CNT-10841,NEWSLETTER,Campaign_Summer_Boost,2702,2024-07-10,42141,7959
CNT-10842,VIDEO,Campaign_Spring_Sale,6898,2024-10-16,129388,27301
CNT-10843,SOCIAL MEDIA,Campaign_Summer_Boost,4186,2024-08-22,49801,11326
CNT-10844,BLOG,Campaign_Q1_Launch,4811,2024-01-09,95251,18379
CNT-10845,VIDEO,Campaign_Q4_Holiday,1309,2024-12-26,19774,3721
CNT-10846,BLOG,Campaign_Q4_Holiday,9849,2024-03-16,130646,26443
CNT-10847,NEWSLETTER,Campaign_Summer_Boost,2115,2024-03-13,28453,5492
CNT-10848,SOCIAL MEDIA,Campaign_Q4_Holiday,9200,2023-06-03,138176,29209
CNT-10849,BLOG,Campaign_Q1_Launch,5166,2023-10-02,80141,16052
CNT-10850,SOCIAL MEDIA,Campaign_Spring_Sale,5769,2024-01-02,72727,13140
CNT-10851,SOCIAL MEDIA,Campaign_Summer_Boost,4772,2024-02-11,50559,11346
CNT-10852,VIDEO,Campaign_Summer_Boost,4928,2024-04-24,64337,12278
CNT-10853,SOCIAL MEDIA,Campaign_Summer_Boost,1120,2024-09-08,22915,4252
CNT-10854,NEWSLETTER,Campaign_Summer_Boost,8597,2024-05-16,134353,32069
CNT-10855,SOCIAL MEDIA,Campaign_Q4_Holiday,9700,2024-09-22,136428,24859
CNT-10856,VIDEO,Campaign_Q4_Holiday,10062,2024-01-09,135277,28684
CNT-10857,NEWSLETTER,Campaign_Summer_Boost,8598,2024-01-30,140639,33296
CNT-10858,VIDEO,Campaign_Q1_Launch,4019,2023-12-18,67578,15299
CNT-10859,NEWSLETTER,Campaign_Spring_Sale,10532,2024-08-17,120241,25549
CNT-10860,VIDEO,Campaign_Q1_Launch,911,2024-11-21,20289,4009
CNT-10861,NEWSLETTER,Campaign_Summer_Boost,7475,2023-08-08,127542,27739
CNT-10862,VIDEO,Campaign_Q4_Holiday,5557,2024-05-29,57348,13092
CNT-10863,NEWSLETTER,Campaign_Q4_Holiday,2223,2024-08-13,32918,7263
CNT-10864,VIDEO,Campaign_Q4_Holiday,5105,2024-02-25,98958,20818
CNT-10865,SOCIAL MEDIA,Campaign_Summer_Boost,1661,2023-12-06,33387,6247
CNT-10866,NEWSLETTER,Campaign_Q4_Holiday,7130,2023-05-29,132769,31331
CNT-10867,NEWSLETTER,Campaign_Summer_Boost,10471,2023-03-10,140058,31044
CNT-10868,SOCIAL MEDIA,Campaign_Q1_Launch,5270,2024-09-30,58580,13530
CNT-10869,BLOG,Campaign_Spring_Sale,6540,2023-03-07,82699,17751
CNT-10870,NEWSLETTER,Campaign_Q1_Launch,6370,2024-11-24,91599,17036
CNT-10871,BLOG,Campaign_Summer_Boost,3505,2024-12-24,65672,13653
CNT-10872,BLOG,Campaign_Spring_Sale,7889,2024-06-26,134467,31458
CNT-10873,BLOG,Campaign_Summer_Boost,5912,2023-05-07,120790,28779
CNT-10874,NEWSLETTER,Campaign_Summer_Boost,7505,2023-04-08,81917,17435
CNT-10875,BLOG,Campaign_Summer_Boost,1086,2023-10-06,15594,2811
CNT-10876,VIDEO,Campaign_Q4_Holiday,5431,2023-05-06,111886,22893
CNT-10877,VIDEO,Campaign_Q4_Holiday,4846,2024-09-13,96880,23070
CNT-10878,NEWSLETTER,Campaign_Spring_Sale,6238,2024-07-29,122773,25959
CNT-10879,BLOG,Campaign_Summer_Boost,2883,2023-10-01,55335,11465
CNT-10880,BLOG,Campaign_Q4_Holiday,3715,2024-10-19,54112,12649
CNT-10881,NEWSLETTER,Campaign_Spring_Sale,10190,2023-11-26,122753,25099
CNT-10882,BLOG,Campaign_Q4_Holiday,9556,2024-07-27,111003,23368
CNT-10883,SOCIAL MEDIA,Campaign_Q4_Holiday,3129,2023-11-27,32544,7635
CNT-10884,SOCIAL MEDIA,Campaign_Spring_Sale,8210,2024-03-16,107957,23626
CNT-10885,NEWSLETTER,Campaign_Q4_Holiday,2472,2024-02-15,46554,9939
CNT-10886,VIDEO,Campaign_Q1_Launch,7058,2023-01-21,139640,27560
CNT-10887,BLOG,Campaign_Q1_Launch,4968,2023-03-02,56367,11330
CNT-10888,VIDEO,Campaign_Summer_Boost,2016,2024-11-29,46697,8968
CNT-10889,NEWSLETTER,Campaign_Q4_Holiday,8810,2023-01-01,136857,27525
CNT-10890,NEWSLETTER,Campaign_Q1_Launch,4471,2024-12-24,55828,13001
CNT-10891,NEWSLETTER,Campaign_Q1_Launch,10316,2023-11-30,130101,26774
CNT-10892,VIDEO,Campaign_Q4_Holiday,6598,2023-06-11,92497,17639
CNT-10893,VIDEO,Campaign_Summer_Boost,5286,2024-05-13,70223,14796
CNT-10894,NEWSLETTER,Campaign_Q4_Holiday,9335,2024-03-24,119238,22432
CNT-10895,VIDEO,Campaign_Spring_Sale,9233,2024-02-10,106158,21095
CNT-10896,SOCIAL MEDIA,Campaign_Q1_Launch,9313,2023-10-07,98510,20747
CNT-10897,NEWSLETTER,Campaign_Spring_Sale,8583,2024-01-29,102939,21114
CNT-10898,NEWSLETTER,Campaign_Spring_Sale,1825,2023-01-22,26744,5908
CNT-10899,NEWSLETTER,Campaign_Q1_Launch,8276,2023-02-03,98957,22028
CNT-10900,SOCIAL MEDIA,Campaign_Q4_Holiday,1286,2024-09-30,31952,6206
CNT-10901,NEWSLETTER,Campaign_Spring_Sale,2188,2024-11-19,39535,9168
CNT-10902,VIDEO,Campaign_Q4_Holiday,7193,2023-11-27,115631,23859
CNT-10903,BLOG,Campaign_Q1_Launch,6962,2023-10-12,100019,19409
CNT-10904,SOCIAL MEDIA,Campaign_Q1_Launch,7906,2023-12-09,122970,29349
CNT-10905,SOCIAL MEDIA,Campaign_Spring_Sale,14075,2024-04-22,146223,32859
CNT-10906,VIDEO,Campaign_Summer_Boost,2813,2023-02-02,32768,6369
CNT-10907,BLOG,Campaign_Q4_Holiday,3611,2024-03-30,73812,14113
CNT-10908,NEWSLETTER,Campaign_Summer_Boost,6360,2024-02-23,108558,21704
CNT-10909,VIDEO,Campaign_Summer_Boost,1704,2023-12-23,46232,8405
CNT-10910,BLOG,Campaign_Q4_Holiday,1525,2024-09-29,17201,3472
CNT-10911,BLOG,Campaign_Q1_Launch,10691,2023-10-01,119458,25312
CNT-10912,BLOG,Campaign_Q1_Launch,3120,2024-11-20,48215,10913
CNT-10913,NEWSLETTER,Campaign_Spring_Sale,7337,2024-02-13,98352,21015
CNT-10914,SOCIAL MEDIA,Campaign_Summer_Boost,6867,2023-07-11,127954,23223
CNT-10915,BLOG,Campaign_Summer_Boost,2039,2024-08-24,31491,6360
CNT-10916,NEWSLETTER,Campaign_Summer_Boost,2019,2024-06-17,34806,8073
CNT-10917,BLOG,Campaign_Summer_Boost,5902,2024-04-10,72115,13270
CNT-10918,SOCIAL MEDIA,Campaign_Summer_Boost,5236,2024-10-23,80844,18467
CNT-10919,VIDEO,Campaign_Q1_Launch,7099,2023-07-22,144109,29598
CNT-10920,BLOG,Campaign_Q4_Holiday,2900,2023-03-20,38377,7821
CNT-10921,BLOG,Campaign_Spring_Sale,7594,2023-05-25,128123,28981
CNT-10922,SOCIAL MEDIA,Campaign_Summer_Boost,8943,2023-04-08,132873,24229
CNT-10923,VIDEO,Campaign_Q1_Launch,4119,2024-08-19,85719,18145
CNT-10924,NEWSLETTER,Campaign_Q1_Launch,6470,2024-09-07,86426,15782
CNT-10925,BLOG,Campaign_Spring_Sale,13073,2024-07-21,132292,29909
CNT-10926,VIDEO,Campaign_Spring_Sale,8170,2024-09-07,120342,25382
CNT-10927,SOCIAL MEDIA,Campaign_Q1_Launch,808,2024-06-11,18723,3955
CNT-10928,VIDEO,Campaign_Summer_Boost,6223,2023-01-17,148134,27035
CNT-10929,SOCIAL MEDIA,Campaign_Spring_Sale,4093,2023-02-04,89087,19843
CNT-10930,VIDEO,Campaign_Q1_Launch,9202,2023-08-15,103893,21048
CNT-10931,BLOG,Campaign_Q4_Holiday,2397,2023-08-30,24971,5445
CNT-10932,VIDEO,Campaign_Q1_Launch,9324,2024-03-04,122723,27256
CNT-10933,VIDEO,Campaign_Spring_Sale,2887,2023-10-25,34683,6577
CNT-10934,NEWSLETTER,Campaign_Q4_Holiday,6718,2023-04-28,125631,28461
CNT-10935,SOCIAL MEDIA,Campaign_Summer_Boost,3167,2024-04-13,64845,13214
CNT-10936,BLOG,Campaign_Summer_Boost,8816,2024-02-03,99156,21410
CNT-10937,VIDEO,Campaign_Spring_Sale,646,2023-09-23,15127,2944
CNT-10938,NEWSLETTER,Campaign_Summer_Boost,8544,2023-05-03,124380,29617
CNT-10939,NEWSLETTER,Campaign_Q4_Holiday,9383,2024-06-08,107909,22602
CNT-10940,VIDEO,Campaign_Spring_Sale,1419,2023-12-20,20950,4129
CNT-10941,VIDEO,Campaign_Summer_Boost,6183,2024-02-10,76635,18057
CNT-10942,BLOG,Campaign_Q1_Launch,4913,2024-01-30,119316,23414
CNT-10943,SOCIAL MEDIA,Campaign_Summer_Boost,3431,2023-05-11,64815,14755
CNT-10944,SOCIAL MEDIA,Campaign_Q1_Launch,14905,2024-07-19,138670,33248
CNT-10945,NEWSLETTER,Campaign_Q4_Holiday,3742,2023-04-12,81761,15178
