JourneyID,CustomerID,ProductID,VisitDate,Stage,Action,Duration
2411,165,16,27-11-2024,IMPRESSIONS,VIEWED,5.3
2412,157,20,03-05-2023,DROP-OFF,ABANDONED,
2413,296,3,26-04-2023,DROP-OFF,ABANDONED,
2414,248,6,18-02-2023,IMPRESSIONS,VIEWED,15.77
2415,20,3,08-01-2024,IMPRESSIONS,VIEWED,18.01
2416,233,4,01-12-2023,CART,ADDED TO CART,42.87
2417,89,12,26-09-2024,CHECKOUT,ABANDONED,
2418,244,17,10-04-2023,IMPRESSIONS,VIEWED,39.06
2419,24,1,27-09-2024,IMPRESSIONS,VIEWED,16.34
2420,45,2,29-12-2023,IMPRESSIONS,VIEWED,32.84
2421,269,16,28-07-2024,IMPRESSIONS,VIEWED,5.27
2422,185,5,29-08-2023,CART,ADDED TO CART,78.26
2423,71,11,24-07-2024,CART,ADDED TO CART,79.93
2424,167,19,02-06-2024,IMPRESSIONS,VIEWED,16.18
2425,86,5,19-05-2024,CLICK,CLICKED,55.6
2426,174,19,08-03-2024,CHECKOUT,PURCHASED,245.84
2427,148,6,29-05-2024,IMPRESSIONS,VIEWED,37.5
2428,220,11,27-01-2023,IMPRESSIONS,VIEWED,6.71
2429,158,12,16-10-2024,IMPRESSIONS,VIEWED,43.34
2430,68,4,30-11-2023,CHECKOUT,ABANDONED,
2431,107,1,28-11-2023,IMPRESSIONS,VIEWED,30.34
2432,218,18,06-07-2023,CLICK,CLICKED,36.33
2433,267,17,23-09-2024,IMPRESSIONS,VIEWED,24.98
2434,114,14,04-04-2024,CHECKOUT,ABANDONED,
2435,150,14,03-06-2023,CART,ADDED TO CART,73.96
2436,264,6,13-01-2024,IMPRESSIONS,VIEWED,37.22
2437,89,18,19-04-2023,CART,ADDED TO CART,130.36
2438,65,7,13-09-2024,IMPRESSIONS,VIEWED,29.96
2439,31,13,09-01-2023,DROP-OFF,ABANDONED,
2440,126,14,26-09-2023,CLICK,CLICKED,40.88
2441,273,6,27-04-2024,IMPRESSIONS,VIEWED,12.08
2442,93,12,06-05-2024,CLICK,CLICKED,57.15
2443,137,16,19-05-2023,IMPRESSIONS,VIEWED,10.7
2444,47,17,16-11-2024,CART,ADDED TO CART,137.96
2445,284,8,15-04-2023,IMPRESSIONS,VIEWED,43.41
2446,241,6,06-03-2023,CLICK,CLICKED,48.22
2447,112,19,02-11-2024,CLICK,CLICKED,39.44
2448,89,5,13-08-2024,CHECKOUT,PURCHASED,233.95
2449,88,4,13-03-2024,CART,ADDED TO CART,106.84
2450,121,18,17-07-2024,IMPRESSIONS,VIEWED,31.13
2451,126,19,07-07-2024,IMPRESSIONS,VIEWED,21.72
2452,251,15,19-05-2024,IMPRESSIONS,VIEWED,14.89
2453,11,19,07-12-2023,IMPRESSIONS,VIEWED,29.45
2454,60,6,02-04-2024,CLICK,CLICKED,29.01
2455,90,15,13-03-2023,IMPRESSIONS,VIEWED,31.67
2456,240,17,24-05-2024,CLICK,CLICKED,68.09
2457,168,5,16-08-2024,CHECKOUT,PURCHASED,78.32
2458,15,4,18-05-2023,CART,ADDED TO CART,117.5
2459,28,18,12-07-2023,IMPRESSIONS,VIEWED,35.44
2460,251,20,03-12-2024,DROP-OFF,ABANDONED,
2461,258,17,05-08-2024,IMPRESSIONS,VIEWED,31.69
2462,183,6,31-08-2023,CLICK,CLICKED,74.9
2463,21,7,18-01-2023,IMPRESSIONS,VIEWED,41.9
2464,42,19,10-08-2024,IMPRESSIONS,VIEWED,18.88
2465,84,7,07-08-2024,CHECKOUT,ABANDONED,
2466,12,5,20-10-2024,CLICK,CLICKED,21.94
2467,102,16,11-10-2023,CLICK,CLICKED,60.91
2468,101,1,13-08-2024,IMPRESSIONS,VIEWED,13.42
2469,256,3,15-09-2024,CHECKOUT,PURCHASED,146.44
2470,78,5,29-04-2023,IMPRESSIONS,VIEWED,21.4
2471,72,2,28-04-2023,CLICK,CLICKED,23.45
2472,207,4,13-05-2023,CHECKOUT,ABANDONED,
2473,62,20,02-02-2023,IMPRESSIONS,VIEWED,42.3
2474,102,20,08-08-2023,IMPRESSIONS,VIEWED,20.21
2475,107,18,14-01-2023,CLICK,CLICKED,73.25
2476,54,5,16-10-2023,IMPRESSIONS,VIEWED,5.91
2477,286,13,02-10-2024,CLICK,CLICKED,58.23
2478,168,5,03-06-2023,CLICK,CLICKED,16.28
2479,100,12,25-12-2023,CART,ADDED TO CART,127.26
2480,1,7,13-11-2024,CLICK,CLICKED,73.44
2481,299,16,18-01-2023,CART,ADDED TO CART,146.27
2482,61,5,10-10-2023,IMPRESSIONS,VIEWED,26.59
2483,199,10,14-05-2023,IMPRESSIONS,VIEWED,42.66
2484,80,1,25-05-2023,CHECKOUT,PURCHASED,152.73
2485,186,20,15-06-2023,CLICK,CLICKED,19.52
2486,32,15,29-03-2023,IMPRESSIONS,VIEWED,14.13
2487,65,10,27-06-2024,CLICK,CLICKED,38.96
2488,82,1,16-08-2023,CLICK,CLICKED,33.73
2489,64,1,22-09-2024,IMPRESSIONS,VIEWED,27.58
2490,232,12,09-03-2024,CHECKOUT,ABANDONED,
2491,34,12,29-03-2024,CLICK,CLICKED,36.38
2492,89,8,15-09-2023,CLICK,CLICKED,77.76
2493,129,15,20-03-2024,IMPRESSIONS,VIEWED,35.77
2494,264,4,09-02-2023,IMPRESSIONS,VIEWED,9.02
2495,205,9,03-04-2023,CLICK,CLICKED,55.83
2496,265,4,17-11-2024,IMPRESSIONS,VIEWED,28.71
2497,56,11,22-12-2024,IMPRESSIONS,VIEWED,25.33
2498,210,15,15-04-2023,IMPRESSIONS,VIEWED,18.29
2499,25,10,05-01-2024,CHECKOUT,PURCHASED,170.47
2500,103,13,29-06-2023,IMPRESSIONS,VIEWED,5.7
2501,223,6,24-12-2023,CLICK,CLICKED,46.94
2502,220,20,17-09-2023,CLICK,CLICKED,57.09
2503,171,7,18-11-2024,CART,ADDED TO CART,102.84
2504,81,15,18-09-2023,CART,ADDED TO CART,82.42
2505,77,3,28-12-2023,CLICK,CLICKED,67.46
2506,244,1,02-02-2023,IMPRESSIONS,VIEWED,21.59
2507,52,10,05-12-2023,CLICK,CLICKED,74.63
2508,26,15,25-08-2024,CLICK,CLICKED,83.54
2509,20,1,01-11-2024,IMPRESSIONS,VIEWED,37.82
2510,289,9,10-08-2024,IMPRESSIONS,VIEWED,17.67
2511,89,2,19-09-2023,CLICK,CLICKED,63.49
2512,255,13,12-09-2024,CLICK,CLICKED,63.6
2513,102,15,27-08-2024,IMPRESSIONS,VIEWED,20.29
2514,285,10,15-04-2023,IMPRESSIONS,VIEWED,10.94
2515,249,10,20-02-2023,CLICK,CLICKED,32.5
2516,90,11,23-03-2024,IMPRESSIONS,VIEWED,44.83
2517,229,1,10-03-2023,CLICK,CLICKED,81.26
2518,72,1,08-08-2023,CLICK,CLICKED,22.93
2519,211,2,12-06-2023,CLICK,CLICKED,22.13
2520,280,3,29-08-2023,IMPRESSIONS,VIEWED,40.9
2521,43,15,23-01-2023,CART,ADDED TO CART,141.34
2522,261,1,14-03-2023,CHECKOUT,PURCHASED,273.01
2523,156,18,22-05-2023,IMPRESSIONS,VIEWED,42.87
2524,183,17,09-06-2024,CART,ADDED TO CART,98.53
2525,226,17,18-01-2024,IMPRESSIONS,VIEWED,7.47
2526,14,9,07-07-2024,IMPRESSIONS,VIEWED,23.93
2527,48,6,13-07-2023,IMPRESSIONS,VIEWED,28.83
2528,47,3,11-06-2023,CLICK,CLICKED,74.36
2529,217,18,31-05-2024,IMPRESSIONS,VIEWED,31.58
2530,26,9,14-02-2023,CLICK,CLICKED,34.4
2531,46,19,09-03-2024,IMPRESSIONS,VIEWED,24.77
2532,283,8,01-07-2023,CLICK,CLICKED,69.21
2533,182,4,16-04-2024,CLICK,CLICKED,36.96
2534,24,20,07-03-2024,CLICK,CLICKED,43.78
2535,128,9,18-09-2024,IMPRESSIONS,VIEWED,25.47
2536,78,3,30-03-2024,IMPRESSIONS,VIEWED,20.44
2537,82,12,16-08-2024,CART,ADDED TO CART,63.03
2538,280,5,01-01-2023,CLICK,CLICKED,55.1
2539,273,17,22-08-2023,CLICK,CLICKED,88.88
2540,203,16,04-06-2023,CHECKOUT,PURCHASED,198.5
2541,35,14,23-01-2023,CLICK,CLICKED,37.49
2542,110,4,23-08-2024,DROP-OFF,ABANDONED,
2543,128,12,08-11-2024,CART,ADDED TO CART,149.83
2544,105,14,21-04-2023,IMPRESSIONS,VIEWED,40.78
2545,175,6,12-09-2023,IMPRESSIONS,VIEWED,27.25
2546,49,13,07-12-2023,CART,ADDED TO CART,139.2
2547,185,9,06-11-2023,CLICK,CLICKED,61.22
2548,220,11,27-10-2024,IMPRESSIONS,VIEWED,15.94
2549,291,14,16-02-2024,CART,ADDED TO CART,120.67
2550,248,3,12-06-2024,IMPRESSIONS,VIEWED,26.87
2551,2,13,17-04-2024,CART,ADDED TO CART,41.63
2552,41,15,05-10-2023,IMPRESSIONS,VIEWED,38.59
2553,95,13,03-10-2024,IMPRESSIONS,VIEWED,29.66
2554,276,20,12-09-2023,CLICK,CLICKED,38.37
2555,260,13,03-08-2024,IMPRESSIONS,VIEWED,18.61
2556,134,11,06-11-2024,IMPRESSIONS,VIEWED,33.9
2557,93,2,04-12-2024,CART,ADDED TO CART,59.57
2558,196,2,26-12-2023,IMPRESSIONS,VIEWED,21.9
2559,32,8,02-09-2024,CLICK,CLICKED,46.59
2560,128,14,27-12-2024,CLICK,CLICKED,39.57
2561,29,13,12-05-2024,IMPRESSIONS,VIEWED,37.28
2562,153,17,17-08-2024,IMPRESSIONS,VIEWED,41.82
2563,193,9,24-07-2024,CLICK,CLICKED,45.78
2564,168,14,26-09-2023,IMPRESSIONS,VIEWED,21.94
2565,187,16,29-03-2024,IMPRESSIONS,VIEWED,36.3
2566,158,11,15-08-2023,IMPRESSIONS,VIEWED,10.23
2567,190,9,19-02-2024,CHECKOUT,ABANDONED,
2568,95,14,11-12-2023,CLICK,CLICKED,44.74
2569,172,20,14-09-2024,IMPRESSIONS,VIEWED,32.79
2570,218,6,11-07-2023,IMPRESSIONS,VIEWED,12.24
2571,232,14,04-05-2024,CLICK,CLICKED,45.09
2572,162,20,10-03-2023,IMPRESSIONS,VIEWED,12.08
2573,52,3,17-01-2024,DROP-OFF,ABANDONED,
2574,129,18,13-06-2024,CLICK,CLICKED,72.04
2575,275,1,21-04-2023,CLICK,CLICKED,68.32
2576,287,5,20-07-2023,CHECKOUT,ABANDONED,
2577,296,20,02-01-2024,IMPRESSIONS,VIEWED,22.84
2578,210,9,18-06-2023,CLICK,CLICKED,26.05
2579,57,6,24-02-2023,IMPRESSIONS,VIEWED,34.42
2580,246,11,22-08-2023,IMPRESSIONS,VIEWED,23.45
2581,180,6,13-01-2024,CHECKOUT,PURCHASED,123.99
2582,64,18,12-12-2024,CART,ADDED TO CART,135.44
2583,186,9,18-02-2023,IMPRESSIONS,VIEWED,17.22
2584,189,10,29-10-2024,CLICK,CLICKED,78.41
2585,40,4,24-05-2023,CHECKOUT,ABANDONED,
2586,230,10,04-07-2024,CLICK,CLICKED,48.81
2587,204,7,06-09-2023,CLICK,CLICKED,27.73
2588,99,18,05-07-2024,IMPRESSIONS,VIEWED,40.91
2589,182,1,01-11-2024,CLICK,CLICKED,87.17
2590,22,9,03-12-2023,CLICK,CLICKED,44.0
2591,118,11,12-07-2024,CLICK,CLICKED,61.81
2592,118,11,24-08-2023,CHECKOUT,ABANDONED,
2593,19,4,11-06-2024,IMPRESSIONS,VIEWED,23.97
2594,147,17,10-03-2023,CART,ADDED TO CART,148.67
2595,143,9,18-09-2023,CHECKOUT,ABANDONED,
2596,134,9,13-03-2024,IMPRESSIONS,VIEWED,32.54
2597,244,20,26-09-2024,IMPRESSIONS,VIEWED,30.67
2598,165,8,21-10-2024,CLICK,CLICKED,87.03
2599,263,9,05-07-2024,CART,ADDED TO CART,148.58
2600,271,17,08-06-2023,DROP-OFF,ABANDONED,
2601,32,10,19-11-2023,CLICK,CLICKED,22.85
2602,231,5,17-09-2023,IMPRESSIONS,VIEWED,39.47
2603,277,13,28-12-2024,IMPRESSIONS,VIEWED,41.18
2604,286,8,29-08-2024,IMPRESSIONS,VIEWED,27.72
2605,53,5,26-04-2023,CHECKOUT,PURCHASED,52.67
2606,81,19,04-08-2023,CHECKOUT,PURCHASED,226.48
2607,286,7,21-06-2023,IMPRESSIONS,VIEWED,5.6
2608,118,6,03-01-2023,IMPRESSIONS,VIEWED,22.36
2609,59,2,31-01-2023,CLICK,CLICKED,24.13
2610,281,3,30-10-2023,IMPRESSIONS,VIEWED,16.55
2611,121,18,24-10-2023,DROP-OFF,ABANDONED,
2612,125,3,26-08-2024,CLICK,CLICKED,35.73
2613,282,5,19-07-2023,IMPRESSIONS,VIEWED,38.28
2614,51,2,04-01-2023,IMPRESSIONS,VIEWED,38.41
2615,207,6,04-01-2023,IMPRESSIONS,VIEWED,43.1
2616,195,15,18-03-2023,IMPRESSIONS,VIEWED,22.31
2617,200,14,03-10-2023,IMPRESSIONS,VIEWED,41.65
2618,154,3,26-12-2024,IMPRESSIONS,VIEWED,5.06
2619,229,18,28-11-2023,IMPRESSIONS,VIEWED,6.68
2620,8,12,29-07-2024,CART,ADDED TO CART,80.36
2621,104,10,21-07-2024,IMPRESSIONS,VIEWED,20.54
2622,236,1,24-06-2024,IMPRESSIONS,VIEWED,23.9
2623,249,20,16-03-2023,IMPRESSIONS,VIEWED,12.22
2624,233,3,06-08-2024,CLICK,CLICKED,66.99
2625,122,5,23-01-2023,CHECKOUT,ABANDONED,
2626,221,12,10-04-2024,CART,ADDED TO CART,75.62
2627,155,3,20-07-2024,DROP-OFF,ABANDONED,
2628,189,5,16-03-2023,CART,ADDED TO CART,70.27
2629,161,4,16-04-2024,CLICK,CLICKED,65.32
2630,71,16,31-10-2023,IMPRESSIONS,VIEWED,8.86
2631,283,5,15-10-2023,IMPRESSIONS,VIEWED,22.43
2632,91,6,25-05-2023,CLICK,CLICKED,53.42
2633,39,15,24-02-2023,CART,ADDED TO CART,116.52
2634,188,9,16-05-2023,IMPRESSIONS,VIEWED,19.91
2635,24,11,21-03-2024,CART,ADDED TO CART,30.35
2636,296,5,10-05-2023,CART,ADDED TO CART,89.63
2637,1,19,19-01-2023,CHECKOUT,ABANDONED,
2638,33,13,13-08-2023,CHECKOUT,ABANDONED,
2639,210,9,24-02-2023,CLICK,CLICKED,35.88
2640,241,6,30-05-2024,IMPRESSIONS,VIEWED,5.2
2641,46,16,16-06-2024,CLICK,CLICKED,66.66
2642,232,8,03-04-2023,IMPRESSIONS,VIEWED,20.58
2643,278,12,07-01-2023,CLICK,CLICKED,85.72
2644,31,3,29-04-2023,CLICK,CLICKED,78.29
2645,56,3,19-11-2023,IMPRESSIONS,VIEWED,34.75
2646,117,15,24-02-2023,CART,ADDED TO CART,53.95
2647,17,15,14-03-2023,CART,ADDED TO CART,111.66
2648,3,16,20-09-2023,DROP-OFF,ABANDONED,
2649,45,17,10-08-2024,CART,ADDED TO CART,113.9
2650,117,5,04-08-2024,CLICK,CLICKED,79.89
2651,212,12,15-05-2023,CLICK,CLICKED,72.45
2652,212,3,01-10-2024,CART,ADDED TO CART,147.29
2653,104,10,05-07-2024,IMPRESSIONS,VIEWED,15.31
2654,24,5,27-12-2023,CART,ADDED TO CART,56.61
2655,94,3,24-04-2024,CHECKOUT,ABANDONED,
2656,185,15,20-09-2023,CLICK,CLICKED,80.35
2657,78,14,26-06-2024,IMPRESSIONS,VIEWED,6.56
2658,220,15,18-07-2023,CLICK,CLICKED,81.82
2659,278,17,19-07-2023,CLICK,CLICKED,75.02
2660,196,10,20-02-2024,DROP-OFF,ABANDONED,
2661,25,11,09-12-2023,IMPRESSIONS,VIEWED,33.19
2662,202,12,04-04-2024,CLICK,CLICKED,42.32
2663,204,6,30-07-2023,CLICK,CLICKED,55.56
2664,171,11,20-04-2023,IMPRESSIONS,VIEWED,31.64
2665,53,8,13-04-2023,CHECKOUT,PURCHASED,162.99
2666,260,13,08-04-2023,CLICK,CLICKED,39.64
2667,152,15,29-11-2024,IMPRESSIONS,VIEWED,30.35
2668,208,20,15-01-2024,CHECKOUT,ABANDONED,
2669,138,3,29-11-2024,IMPRESSIONS,VIEWED,31.67
2670,94,15,18-11-2023,CART,ADDED TO CART,134.63
2671,31,1,11-06-2023,DROP-OFF,ABANDONED,
2672,26,3,24-11-2023,IMPRESSIONS,VIEWED,41.26
2673,178,19,23-09-2023,IMPRESSIONS,VIEWED,22.52
2674,23,16,13-04-2023,CART,ADDED TO CART,131.34
2675,238,20,17-07-2024,IMPRESSIONS,VIEWED,30.76
2676,119,3,19-02-2023,IMPRESSIONS,VIEWED,43.3
2677,111,10,13-01-2023,IMPRESSIONS,VIEWED,16.1
2678,65,2,08-08-2023,IMPRESSIONS,VIEWED,7.88
2679,154,20,07-04-2023,CHECKOUT,PURCHASED,269.53
2680,90,18,03-01-2024,IMPRESSIONS,VIEWED,32.44
2681,175,5,16-02-2023,IMPRESSIONS,VIEWED,7.37
2682,250,19,14-08-2024,IMPRESSIONS,VIEWED,27.85
2683,281,2,17-03-2023,CLICK,CLICKED,34.71
2684,124,16,27-05-2024,IMPRESSIONS,VIEWED,31.49
2685,292,10,11-11-2023,CLICK,CLICKED,16.54
2686,202,16,14-04-2024,IMPRESSIONS,VIEWED,18.12
2687,112,6,10-10-2024,IMPRESSIONS,VIEWED,24.73
2688,195,11,19-09-2023,IMPRESSIONS,VIEWED,16.43
2689,236,18,18-09-2023,IMPRESSIONS,VIEWED,31.46
2690,294,5,13-08-2023,CART,ADDED TO CART,69.72
2691,49,3,16-01-2023,CART,ADDED TO CART,98.56
2692,216,2,31-12-2023,IMPRESSIONS,VIEWED,14.72
2693,78,4,01-04-2023,IMPRESSIONS,VIEWED,36.78
2694,4,10,25-11-2024,IMPRESSIONS,VIEWED,35.17
2695,289,18,10-07-2024,CLICK,CLICKED,27.82
2696,217,10,21-06-2023,IMPRESSIONS,VIEWED,21.76
2697,92,1,11-12-2024,IMPRESSIONS,VIEWED,25.83
2698,40,9,18-04-2024,CHECKOUT,PURCHASED,222.2
2699,65,1,31-03-2024,IMPRESSIONS,VIEWED,14.03
2700,282,1,05-07-2023,IMPRESSIONS,VIEWED,30.88
2701,88,3,28-12-2023,DROP-OFF,ABANDONED,
2702,64,17,09-08-2024,DROP-OFF,ABANDONED,
2703,3,12,02-08-2024,IMPRESSIONS,VIEWED,25.13
2704,109,18,16-01-2024,IMPRESSIONS,VIEWED,27.76
2705,238,16,21-06-2023,CLICK,CLICKED,56.7
2706,23,2,14-12-2023,CHECKOUT,ABANDONED,
2707,274,20,10-08-2023,IMPRESSIONS,VIEWED,25.34
2708,298,16,26-06-2023,CART,ADDED TO CART,69.8
2709,160,2,04-11-2024,IMPRESSIONS,VIEWED,33.9
2710,245,6,02-01-2023,IMPRESSIONS,VIEWED,26.47
2711,118,5,09-11-2024,CHECKOUT,ABANDONED,
2712,130,3,12-10-2023,IMPRESSIONS,VIEWED,34.25
2713,269,4,09-03-2023,IMPRESSIONS,VIEWED,33.04
2714,65,1,11-05-2023,IMPRESSIONS,VIEWED,16.08
2715,77,8,15-05-2023,IMPRESSIONS,VIEWED,19.37
2716,66,4,07-09-2023,IMPRESSIONS,VIEWED,40.94
2717,67,17,06-04-2023,IMPRESSIONS,VIEWED,15.14
2718,101,1,29-11-2024,CHECKOUT,PURCHASED,132.83
2719,119,15,12-04-2024,CLICK,CLICKED,60.83
2720,115,5,14-03-2023,CLICK,CLICKED,46.18
2721,38,16,02-11-2023,IMPRESSIONS,VIEWED,28.28
2722,272,7,03-05-2023,CHECKOUT,ABANDONED,
2723,135,8,08-07-2024,CART,ADDED TO CART,104.41
2724,201,6,04-06-2023,CLICK,CLICKED,46.48
2725,8,17,27-02-2023,IMPRESSIONS,VIEWED,38.66
2726,202,15,11-02-2023,IMPRESSIONS,VIEWED,8.36
2727,263,13,06-01-2024,IMPRESSIONS,VIEWED,36.15
2728,131,10,02-11-2024,IMPRESSIONS,VIEWED,44.19
2729,157,20,13-07-2023,CLICK,CLICKED,15.64
2730,193,6,09-04-2024,IMPRESSIONS,VIEWED,10.39
2731,61,3,30-10-2023,CHECKOUT,PURCHASED,100.19
2732,211,5,18-12-2023,DROP-OFF,ABANDONED,
2733,165,9,20-11-2024,IMPRESSIONS,VIEWED,42.97
2734,51,20,22-02-2024,IMPRESSIONS,VIEWED,41.3
2735,44,20,07-08-2024,CLICK,CLICKED,30.08
2736,174,8,18-05-2023,CART,ADDED TO CART,143.67
2737,96,12,13-11-2024,IMPRESSIONS,VIEWED,14.82
2738,104,2,07-12-2024,IMPRESSIONS,VIEWED,38.93
2739,271,16,20-02-2024,IMPRESSIONS,VIEWED,39.54
2740,200,19,22-11-2024,IMPRESSIONS,VIEWED,21.06
2741,138,11,24-07-2023,IMPRESSIONS,VIEWED,19.83
2742,242,9,07-02-2024,IMPRESSIONS,VIEWED,22.24
2743,144,5,22-03-2023,IMPRESSIONS,VIEWED,5.89
2744,5,19,07-12-2023,DROP-OFF,ABANDONED,
2745,157,17,31-03-2023,CART,ADDED TO CART,121.25
2746,74,11,16-01-2024,CLICK,CLICKED,78.32
2747,94,4,03-09-2023,IMPRESSIONS,VIEWED,14.58
2748,61,9,05-07-2023,IMPRESSIONS,VIEWED,44.91
2749,136,18,20-08-2024,IMPRESSIONS,VIEWED,37.66
2750,155,11,13-11-2023,IMPRESSIONS,VIEWED,27.66
2751,113,15,20-08-2023,IMPRESSIONS,VIEWED,26.37
2752,63,16,27-06-2024,CART,ADDED TO CART,47.05
2753,62,3,13-01-2024,CART,ADDED TO CART,41.09
2754,286,9,22-11-2023,IMPRESSIONS,VIEWED,34.56
2755,91,14,01-06-2024,CART,ADDED TO CART,62.05
2756,256,2,26-04-2023,CLICK,CLICKED,66.86
2757,211,11,01-06-2023,IMPRESSIONS,VIEWED,23.12
2758,296,14,14-02-2024,CLICK,CLICKED,29.62
2759,2,4,13-10-2023,DROP-OFF,ABANDONED,
2760,24,12,06-06-2023,CART,ADDED TO CART,32.95
2761,189,11,26-10-2024,CLICK,CLICKED,16.9
2762,78,16,29-11-2024,IMPRESSIONS,VIEWED,17.37
2763,164,15,09-11-2024,CART,ADDED TO CART,44.39
2764,14,20,05-11-2023,IMPRESSIONS,VIEWED,35.52
2765,271,3,21-05-2024,CHECKOUT,PURCHASED,95.61
2766,102,13,29-09-2024,IMPRESSIONS,VIEWED,12.04
2767,14,20,22-10-2024,IMPRESSIONS,VIEWED,18.76
2768,192,20,27-12-2023,CART,ADDED TO CART,139.15
2769,76,6,04-06-2023,CLICK,CLICKED,67.45
2770,98,17,09-09-2024,CLICK,CLICKED,42.27
2771,243,8,29-12-2023,IMPRESSIONS,VIEWED,22.07
2772,260,12,05-02-2023,CLICK,CLICKED,56.34
2773,236,2,07-06-2024,IMPRESSIONS,VIEWED,35.58
2774,82,7,26-01-2024,IMPRESSIONS,VIEWED,9.99
2775,203,4,29-12-2023,CLICK,CLICKED,67.96
2776,253,14,25-12-2024,CART,ADDED TO CART,123.52
2777,245,7,29-11-2023,IMPRESSIONS,VIEWED,10.81
2778,111,5,26-05-2023,CHECKOUT,PURCHASED,206.86
2779,150,9,07-06-2023,IMPRESSIONS,VIEWED,12.15
2780,182,13,28-02-2023,IMPRESSIONS,VIEWED,19.86
2781,26,13,06-09-2023,CART,ADDED TO CART,133.74
2782,126,3,25-10-2024,IMPRESSIONS,VIEWED,20.87
2783,252,9,18-04-2023,CART,ADDED TO CART,88.27
2784,162,8,26-07-2024,CHECKOUT,ABANDONED,
2785,288,11,02-06-2023,IMPRESSIONS,VIEWED,35.99
2786,90,13,07-11-2024,IMPRESSIONS,VIEWED,14.17
2787,243,12,31-01-2024,IMPRESSIONS,VIEWED,6.8
2788,164,9,05-08-2024,IMPRESSIONS,VIEWED,19.73
2789,220,9,15-03-2023,IMPRESSIONS,VIEWED,22.13
2790,9,19,17-11-2024,IMPRESSIONS,VIEWED,28.64
2791,231,18,23-05-2024,IMPRESSIONS,VIEWED,24.09
2792,1,5,19-01-2023,IMPRESSIONS,VIEWED,31.67
2793,37,20,29-10-2024,CLICK,CLICKED,26.23
2794,38,7,08-08-2024,IMPRESSIONS,VIEWED,23.51
2795,291,15,20-02-2024,IMPRESSIONS,VIEWED,7.97
2796,219,16,10-05-2024,IMPRESSIONS,VIEWED,22.51
2797,200,1,16-04-2024,CHECKOUT,PURCHASED,210.43
2798,216,12,31-08-2023,CART,ADDED TO CART,142.88
2799,293,10,27-07-2023,IMPRESSIONS,VIEWED,18.15
2800,97,1,08-06-2024,CLICK,CLICKED,32.49
2801,75,2,12-06-2023,IMPRESSIONS,VIEWED,38.69
2802,179,16,23-01-2024,IMPRESSIONS,VIEWED,36.98
2803,146,16,08-01-2023,CLICK,CLICKED,46.56
2804,288,15,10-02-2024,IMPRESSIONS,VIEWED,21.04
2805,294,15,30-08-2024,CLICK,CLICKED,46.48
2806,104,13,22-12-2023,IMPRESSIONS,VIEWED,39.32
2807,17,1,21-02-2024,IMPRESSIONS,VIEWED,23.81
2808,20,19,31-01-2024,CHECKOUT,PURCHASED,202.2
2809,238,15,22-03-2023,IMPRESSIONS,VIEWED,27.77
2810,195,8,25-11-2023,IMPRESSIONS,VIEWED,33.76
2811,92,12,25-12-2023,IMPRESSIONS,VIEWED,21.54
2812,106,14,03-11-2023,IMPRESSIONS,VIEWED,29.56
2813,269,20,27-07-2024,CART,ADDED TO CART,103.41
2814,179,10,28-02-2024,CLICK,CLICKED,87.93
2815,135,10,15-08-2023,IMPRESSIONS,VIEWED,36.67
2816,157,20,05-05-2023,IMPRESSIONS,VIEWED,38.35
2817,133,9,15-08-2024,CLICK,CLICKED,80.78
2818,136,1,22-06-2024,CART,ADDED TO CART,47.53
2819,25,19,03-12-2023,CLICK,CLICKED,69.27
2820,112,19,16-11-2024,CART,ADDED TO CART,41.97
2821,81,4,09-01-2023,CHECKOUT,PURCHASED,77.92
2822,89,4,05-05-2024,CART,ADDED TO CART,69.22
2823,266,12,17-07-2023,IMPRESSIONS,VIEWED,18.47
2824,300,5,09-05-2023,IMPRESSIONS,VIEWED,17.07
2825,291,14,08-11-2023,IMPRESSIONS,VIEWED,33.94
2826,115,19,25-02-2023,CART,ADDED TO CART,137.67
2827,183,4,20-05-2023,CART,ADDED TO CART,118.06
2828,237,11,07-02-2024,DROP-OFF,ABANDONED,
2829,201,7,05-12-2023,CLICK,CLICKED,56.65
2830,221,3,10-08-2024,CLICK,CLICKED,67.94
2831,283,10,13-07-2023,IMPRESSIONS,VIEWED,20.52
2832,44,3,17-08-2023,DROP-OFF,ABANDONED,
2833,190,2,29-07-2023,IMPRESSIONS,VIEWED,38.15
2834,81,5,04-02-2023,CHECKOUT,ABANDONED,
2835,159,15,27-10-2023,IMPRESSIONS,VIEWED,31.24
2836,10,10,26-08-2023,CLICK,CLICKED,73.61
2837,277,1,03-02-2023,CLICK,CLICKED,57.68
2838,144,13,19-08-2024,CHECKOUT,PURCHASED,270.96
2839,46,16,24-03-2024,CHECKOUT,ABANDONED,
2840,239,9,12-07-2023,CHECKOUT,PURCHASED,98.0
2841,164,2,08-06-2023,IMPRESSIONS,VIEWED,11.53
2842,287,20,15-10-2023,IMPRESSIONS,VIEWED,22.94
2843,173,6,23-07-2023,IMPRESSIONS,VIEWED,5.37
2844,9,5,05-12-2023,IMPRESSIONS,VIEWED,13.18
2845,6,8,23-01-2023,IMPRESSIONS,VIEWED,23.74
2846,35,4,17-11-2024,CHECKOUT,ABANDONED,
2847,187,1,24-03-2024,CHECKOUT,ABANDONED,
2848,245,20,16-09-2024,IMPRESSIONS,VIEWED,40.95
