ContentID,ContentType,Campaign,ViewsClicksCombined,Likes,Date
CNT-10682,VIDEO,Campaign_Q4_Holiday,78888-16408,6079,2023-01-18
CNT-10683,BLOG,Campaign_Summer_Boost,74302-16995,3417,2023-06-03
CNT-10684,Social Media,Campaign_Spring_Sale,18164-3719,1067,2024-04-26
CNT-10685,social media,Campaign_Summer_Boost,143537-29753,8863,2023-10-24
CNT-10686,Social Media,Campaign_Summer_Boost,32008-5765,1582,2023-01-09
CNT-10687,Video,Campaign_Spring_Sale,56771-11815,2417,2023-05-11
CNT-10688,Blog,Campaign_Spring_Sale,131520-26077,9744,2024-01-26
CNT-10689,social media,Campaign_Summer_Boost,48377-10691,2750,2023-12-16
CNT-10690,Newsletter,Campaign_Q1_Launch,45391-9686,3609,2023-06-04
CNT-10691,Video,Campaign_Spring_Sale,15866-3509,1078,2024-11-19
CNT-10692,BLOG,Campaign_Q4_Holiday,51369-11284,3842,2023-07-24
CNT-10693,VIDEO,Campaign_Q1_Launch,39611-8688,2092,2023-03-22
CNT-10694,newsletter,Campaign_Q4_Holiday,22869-5227,1318,2024-02-05
CNT-10695,Newsletter,Campaign_Q4_Holiday,118086-22874,8297,2024-09-23
CNT-10696,Blog,Campaign_Q4_Holiday,60924-12820,4647,2023-06-12
CNT-10697,Newsletter,Campaign_Summer_Boost,88369-17689,4389,2024-12-01
CNT-10698,newsletter,Campaign_Q1_Launch,60359-13283,4653,2023-02-01
CNT-10699,social media,Campaign_Q4_Holiday,109693-21184,7588,2023-07-22
CNT-10700,VIDEO,Campaign_Spring_Sale,55711-12402,4773,2023-05-10
CNT-10701,newsletter,Campaign_Summer_Boost,123672-25612,5750,2024-10-08
CNT-10702,BLOG,Campaign_Q1_Launch,80411-14736,4431,2024-04-10
CNT-10703,Video,Campaign_Q4_Holiday,32579-6110,2532,2024-02-12
CNT-10704,BLOG,Campaign_Spring_Sale,89459-20660,7347,2024-07-08
CNT-10705,VIDEO,Campaign_Summer_Boost,56936-12979,4540,2024-06-01
CNT-10706,social media,Campaign_Spring_Sale,16042-3760,821,2023-05-04
CNT-10707,Blog,Campaign_Q4_Holiday,130793-27440,7328,2023-04-02
CNT-10708,social media,Campaign_Q4_Holiday,37255-7618,2194,2024-02-28
CNT-10709,BLOG,Campaign_Spring_Sale,148206-34699,8384,2023-05-18
CNT-10710,Newsletter,Campaign_Q1_Launch,100928-22142,8349,2024-07-31
CNT-10711,Video,Campaign_Spring_Sale,94933-20288,5394,2023-10-31
CNT-10712,social media,Campaign_Summer_Boost,98844-20508,8375,2024-02-24
CNT-10713,Newsletter,Campaign_Q1_Launch,77315-18177,6071,2024-03-23
CNT-10714,BLOG,Campaign_Summer_Boost,19313-4376,1921,2023-02-04
CNT-10715,VIDEO,Campaign_Summer_Boost,105879-23633,9127,2024-06-11
CNT-10716,social media,Campaign_Spring_Sale,69601-14884,5399,2024-01-09
CNT-10717,social media,Campaign_Q4_Holiday,19001-4473,1542,2023-10-19
CNT-10718,VIDEO,Campaign_Spring_Sale,135500-24639,7286,2024-07-29
CNT-10719,BLOG,Campaign_Spring_Sale,122416-22287,7416,2024-07-01
CNT-10720,Video,Campaign_Q4_Holiday,50602-9110,2140,2023-08-17
CNT-10721,social media,Campaign_Q1_Launch,32482-6154,2397,2024-08-14
CNT-10722,Newsletter,Campaign_Q4_Holiday,139973-28794,7341,2023-06-17
CNT-10723,Video,Campaign_Spring_Sale,131339-25402,9997,2024-05-30
CNT-10724,social media,Campaign_Q4_Holiday,109790-22532,4511,2024-10-17
CNT-10725,VIDEO,Campaign_Q1_Launch,106096-21679,8981,2024-05-17
CNT-10726,Blog,Campaign_Spring_Sale,121964-25532,5323,2023-09-24
CNT-10727,Newsletter,Campaign_Q4_Holiday,67750-14638,3205,2023-09-15
CNT-10728,Video,Campaign_Summer_Boost,85922-20558,8707,2024-10-31
CNT-10729,newsletter,Campaign_Spring_Sale,28127-6337,2087,2024-05-29
CNT-10730,Newsletter,Campaign_Q1_Launch,30239-6984,1973,2023-04-07
CNT-10731,Social Media,Campaign_Spring_Sale,125735-28962,8830,2023-11-20
CNT-10732,Blog,Campaign_Q4_Holiday,148271-34647,12875,2024-07-31
CNT-10733,BLOG,Campaign_Q1_Launch,95178-17212,3832,2023-10-28
CNT-10734,Newsletter,Campaign_Q1_Launch,97702-21152,6699,2023-01-14
CNT-10735,Video,Campaign_Q1_Launch,33439-7857,2890,2023-02-05
CNT-10736,newsletter,Campaign_Spring_Sale,147767-34916,9232,2024-03-27
CNT-10737,social media,Campaign_Summer_Boost,145061-28574,11747,2024-08-09
CNT-10738,social media,Campaign_Q1_Launch,87428-16285,3693,2024-06-27
CNT-10739,BLOG,Campaign_Q4_Holiday,145498-26780,6822,2023-04-22
CNT-10740,social media,Campaign_Q1_Launch,106790-21104,9140,2024-07-08
CNT-10741,Blog,Campaign_Spring_Sale,108968-23734,5361,2024-08-19
CNT-10742,Video,Campaign_Spring_Sale,107634-23256,9650,2023-01-15
CNT-10743,Blog,Campaign_Spring_Sale,89104-16375,4017,2024-08-01
CNT-10744,newsletter,Campaign_Q1_Launch,74839-16885,3965,2024-07-25
CNT-10745,newsletter,Campaign_Q4_Holiday,137751-28011,8614,2024-10-09
CNT-10746,Newsletter,Campaign_Spring_Sale,98933-23128,9468,2023-07-26
CNT-10747,Blog,Campaign_Q1_Launch,70693-15117,6115,2024-04-26
CNT-10748,social media,Campaign_Q4_Holiday,90175-17801,6674,2023-07-19
CNT-10749,Video,Campaign_Q1_Launch,148833-28545,7413,2024-12-08
CNT-10750,social media,Campaign_Q4_Holiday,17234-3288,1275,2023-09-06
CNT-10751,Social Media,Campaign_Q1_Launch,138711-25986,11261,2024-07-26
CNT-10752,VIDEO,Campaign_Summer_Boost,45728-8841,3591,2023-04-18
CNT-10753,VIDEO,Campaign_Q4_Holiday,148524-30432,8681,2024-04-04
CNT-10754,Newsletter,Campaign_Q4_Holiday,144313-26595,6227,2024-12-22
CNT-10755,Social Media,Campaign_Q1_Launch,74682-13707,3276,2024-03-30
CNT-10756,BLOG,Campaign_Q4_Holiday,85730-15603,5084,2023-07-10
CNT-10757,social media,Campaign_Q1_Launch,69844-14322,4218,2024-05-15
CNT-10758,newsletter,Campaign_Q1_Launch,59498-11660,4072,2024-11-09
CNT-10759,Social Media,Campaign_Q4_Holiday,99837-20016,8408,2023-03-07
CNT-10760,social media,Campaign_Q4_Holiday,88873-19069,5788,2023-09-22
CNT-10761,BLOG,Campaign_Q1_Launch,96048-19111,5984,2023-07-01
CNT-10762,BLOG,Campaign_Q4_Holiday,93760-22348,6129,2024-06-14
CNT-10763,Social Media,Campaign_Summer_Boost,51568-11510,4185,2024-09-10
CNT-10764,Video,Campaign_Q1_Launch,110761-26238,10245,2023-04-16
CNT-10765,VIDEO,Campaign_Summer_Boost,128450-26792,7030,2023-08-26
CNT-10766,BLOG,Campaign_Q1_Launch,98824-20515,5574,2024-03-06
CNT-10767,newsletter,Campaign_Q1_Launch,111539-20480,6214,2024-06-28
CNT-10768,Video,Campaign_Spring_Sale,147121-32971,14775,2024-08-19
CNT-10769,social media,Campaign_Summer_Boost,128748-25674,5523,2024-05-11
CNT-10770,BLOG,Campaign_Q4_Holiday,28532-5561,1981,2023-12-19
CNT-10771,Newsletter,Campaign_Spring_Sale,78188-18080,7129,2024-08-14
CNT-10772,Social Media,Campaign_Spring_Sale,93814-20397,8595,2023-05-22
CNT-10773,Blog,Campaign_Summer_Boost,133507-24460,5363,2023-12-12
CNT-10774,newsletter,Campaign_Spring_Sale,120494-23079,7754,2024-10-17
CNT-10775,social media,Campaign_Spring_Sale,85606-20521,7895,2023-05-29
CNT-10776,newsletter,Campaign_Q1_Launch,113968-21267,7046,2024-11-18
CNT-10777,Newsletter,Campaign_Spring_Sale,149020-34953,10292,2024-04-18
CNT-10778,Blog,Campaign_Q4_Holiday,124567-27828,6816,2023-08-09
CNT-10779,newsletter,Campaign_Q1_Launch,69818-15434,4416,2023-10-13
CNT-10780,newsletter,Campaign_Q4_Holiday,63606-13026,2917,2023-07-13
CNT-10781,VIDEO,Campaign_Spring_Sale,61885-13827,6054,2023-04-03
CNT-10782,Social Media,Campaign_Spring_Sale,51568-10861,4065,2024-02-06
CNT-10783,Social Media,Campaign_Summer_Boost,78085-17265,4535,2023-04-08
CNT-10784,BLOG,Campaign_Summer_Boost,104581-21134,4567,2024-07-06
CNT-10785,Social Media,Campaign_Summer_Boost,77661-14377,5627,2023-02-22
CNT-10786,social media,Campaign_Summer_Boost,120470-23308,5844,2023-06-12
CNT-10787,Social Media,Campaign_Q4_Holiday,139477-26702,9797,2024-09-19
CNT-10788,Video,Campaign_Summer_Boost,132119-28375,11030,2024-01-25
CNT-10789,BLOG,Campaign_Q4_Holiday,41283-8487,3380,2024-08-21
CNT-10790,Newsletter,Campaign_Spring_Sale,39216-7516,2967,2024-01-11
CNT-10791,Video,Campaign_Q4_Holiday,60251-13919,4202,2024-07-03
CNT-10792,BLOG,Campaign_Q4_Holiday,91591-21764,5497,2024-03-24
CNT-10793,Newsletter,Campaign_Q1_Launch,60832-11719,4033,2024-01-06
CNT-10794,newsletter,Campaign_Spring_Sale,90885-18513,8020,2024-11-11
CNT-10795,social media,Campaign_Q4_Holiday,69876-12904,3233,2023-01-17
CNT-10796,Blog,Campaign_Q4_Holiday,25978-4836,1157,2024-02-08
CNT-10797,Social Media,Campaign_Q1_Launch,76765-18168,6817,2024-02-19
CNT-10798,Blog,Campaign_Q1_Launch,89444-20301,7447,2023-10-16
CNT-10799,VIDEO,Campaign_Q1_Launch,128536-29360,7630,2024-10-29
CNT-10800,social media,Campaign_Q1_Launch,74962-17733,3817,2024-12-07
CNT-10801,VIDEO,Campaign_Q4_Holiday,123016-23876,7015,2023-07-03
CNT-10802,Social Media,Campaign_Summer_Boost,110114-25351,7009,2023-10-25
CNT-10803,Video,Campaign_Summer_Boost,133938-29053,12539,2024-01-23
CNT-10804,Social Media,Campaign_Spring_Sale,107273-19797,8104,2024-10-11
CNT-10805,Video,Campaign_Summer_Boost,126932-23455,6934,2024-02-29
CNT-10806,Video,Campaign_Q1_Launch,62882-14587,6166,2023-10-31
CNT-10807,Newsletter,Campaign_Q1_Launch,42237-8723,3080,2023-12-10
CNT-10808,social media,Campaign_Q1_Launch,114545-26743,6245,2023-11-16
CNT-10809,Blog,Campaign_Q1_Launch,21266-4359,1554,2024-07-12
CNT-10810,Blog,Campaign_Summer_Boost,138375-32160,8207,2023-06-01
CNT-10811,VIDEO,Campaign_Q4_Holiday,106526-19532,4774,2024-11-30
CNT-10812,Blog,Campaign_Spring_Sale,70432-15949,5471,2023-12-21
CNT-10813,Blog,Campaign_Summer_Boost,18666-3876,1550,2024-10-19
CNT-10814,Video,Campaign_Q4_Holiday,59967-13012,3821,2023-06-22
CNT-10815,social media,Campaign_Q1_Launch,105716-23080,8937,2024-03-11
CNT-10816,Newsletter,Campaign_Q4_Holiday,39716-7750,2208,2023-08-16
CNT-10817,social media,Campaign_Q1_Launch,145971-32965,8692,2024-08-11
CNT-10818,BLOG,Campaign_Summer_Boost,81969-18371,3977,2024-07-30
CNT-10819,Social Media,Campaign_Summer_Boost,61602-11667,4727,2023-07-04
CNT-10820,VIDEO,Campaign_Summer_Boost,62447-11418,3957,2024-11-27
CNT-10821,BLOG,Campaign_Spring_Sale,44009-10152,4245,2024-07-14
CNT-10822,Video,Campaign_Q1_Launch,56398-11562,3555,2023-12-09
CNT-10823,Video,Campaign_Summer_Boost,29954-6249,1605,2024-12-30
CNT-10824,Social Media,Campaign_Summer_Boost,31608-6128,2146,2023-09-02
CNT-10825,Video,Campaign_Spring_Sale,59240-11961,4610,2023-06-22
CNT-10826,newsletter,Campaign_Summer_Boost,119184-27274,10830,2023-09-03
CNT-10827,social media,Campaign_Summer_Boost,92512-16914,7241,2024-11-26
CNT-10828,social media,Campaign_Q4_Holiday,118018-23755,6001,2024-08-21
CNT-10829,Blog,Campaign_Spring_Sale,108418-24311,4978,2023-08-19
CNT-10830,Video,Campaign_Q4_Holiday,81757-18744,5095,2024-02-26
CNT-10831,social media,Campaign_Spring_Sale,27270-5751,2317,2023-12-07
CNT-10832,Video,Campaign_Summer_Boost,148996-34462,12585,2023-12-09
CNT-10833,Video,Campaign_Summer_Boost,45911-9798,4191,2024-04-22
CNT-10834,newsletter,Campaign_Spring_Sale,42465-7794,1660,2023-09-17
CNT-10835,Blog,Campaign_Summer_Boost,138344-29653,7646,2023-04-20
CNT-10836,VIDEO,Campaign_Q4_Holiday,47735-9979,2623,2023-01-11
CNT-10837,Video,Campaign_Spring_Sale,82161-16546,5492,2024-05-31
CNT-10838,Blog,Campaign_Q4_Holiday,101390-22351,7190,2023-08-02
CNT-10839,newsletter,Campaign_Summer_Boost,87911-18982,5717,2023-01-06
CNT-10840,newsletter,Campaign_Spring_Sale,72441-14750,5640,2023-10-27
CNT-10841,newsletter,Campaign_Summer_Boost,42141-7959,2702,2024-07-10
CNT-10842,Video,Campaign_Spring_Sale,129388-27301,6898,2024-10-16
CNT-10843,Social Media,Campaign_Summer_Boost,49801-11326,4186,2024-08-22
CNT-10844,Blog,Campaign_Q1_Launch,95251-18379,4811,2024-01-09
CNT-10845,VIDEO,Campaign_Q4_Holiday,19774-3721,1309,2024-12-26
CNT-10846,BLOG,Campaign_Q4_Holiday,130646-26443,9849,2024-03-16
CNT-10847,Newsletter,Campaign_Summer_Boost,28453-5492,2115,2024-03-13
CNT-10848,social media,Campaign_Q4_Holiday,138176-29209,9200,2023-06-03
CNT-10849,Blog,Campaign_Q1_Launch,80141-16052,5166,2023-10-02
CNT-10850,Social Media,Campaign_Spring_Sale,72727-13140,5769,2024-01-02
CNT-10851,social media,Campaign_Summer_Boost,50559-11346,4772,2024-02-11
CNT-10852,Video,Campaign_Summer_Boost,64337-12278,4928,2024-04-24
CNT-10853,social media,Campaign_Summer_Boost,22915-4252,1120,2024-09-08
CNT-10854,newsletter,Campaign_Summer_Boost,134353-32069,8597,2024-05-16
CNT-10855,social media,Campaign_Q4_Holiday,136428-24859,9700,2024-09-22
CNT-10856,Video,Campaign_Q4_Holiday,135277-28684,10062,2024-01-09
CNT-10857,Newsletter,Campaign_Summer_Boost,140639-33296,8598,2024-01-30
CNT-10858,VIDEO,Campaign_Q1_Launch,67578-15299,4019,2023-12-18
CNT-10859,newsletter,Campaign_Spring_Sale,120241-25549,10532,2024-08-17
CNT-10860,VIDEO,Campaign_Q1_Launch,20289-4009,911,2024-11-21
CNT-10861,newsletter,Campaign_Summer_Boost,127542-27739,7475,2023-08-08
CNT-10862,Video,Campaign_Q4_Holiday,57348-13092,5557,2024-05-29
CNT-10863,newsletter,Campaign_Q4_Holiday,32918-7263,2223,2024-08-13
CNT-10864,VIDEO,Campaign_Q4_Holiday,98958-20818,5105,2024-02-25
CNT-10865,social media,Campaign_Summer_Boost,33387-6247,1661,2023-12-06
CNT-10866,newsletter,Campaign_Q4_Holiday,132769-31331,7130,2023-05-29
CNT-10867,Newsletter,Campaign_Summer_Boost,140058-31044,10471,2023-03-10
CNT-10868,Social Media,Campaign_Q1_Launch,58580-13530,5270,2024-09-30
CNT-10869,BLOG,Campaign_Spring_Sale,82699-17751,6540,2023-03-07
CNT-10870,Newsletter,Campaign_Q1_Launch,91599-17036,6370,2024-11-24
CNT-10871,BLOG,Campaign_Summer_Boost,65672-13653,3505,2024-12-24
CNT-10872,Blog,Campaign_Spring_Sale,134467-31458,7889,2024-06-26
CNT-10873,BLOG,Campaign_Summer_Boost,120790-28779,5912,2023-05-07
CNT-10874,Newsletter,Campaign_Summer_Boost,81917-17435,7505,2023-04-08
CNT-10875,Blog,Campaign_Summer_Boost,15594-2811,1086,2023-10-06
CNT-10876,Video,Campaign_Q4_Holiday,111886-22893,5431,2023-05-06
CNT-10877,Video,Campaign_Q4_Holiday,96880-23070,4846,2024-09-13
CNT-10878,newsletter,Campaign_Spring_Sale,122773-25959,6238,2024-07-29
CNT-10879,BLOG,Campaign_Summer_Boost,55335-11465,2883,2023-10-01
CNT-10880,Blog,Campaign_Q4_Holiday,54112-12649,3715,2024-10-19
CNT-10881,newsletter,Campaign_Spring_Sale,122753-25099,10190,2023-11-26
CNT-10882,Blog,Campaign_Q4_Holiday,111003-23368,9556,2024-07-27
CNT-10883,social media,Campaign_Q4_Holiday,32544-7635,3129,2023-11-27
CNT-10884,social media,Campaign_Spring_Sale,107957-23626,8210,2024-03-16
CNT-10885,newsletter,Campaign_Q4_Holiday,46554-9939,2472,2024-02-15
CNT-10886,Video,Campaign_Q1_Launch,139640-27560,7058,2023-01-21
CNT-10887,Blog,Campaign_Q1_Launch,56367-11330,4968,2023-03-02
CNT-10888,Video,Campaign_Summer_Boost,46697-8968,2016,2024-11-29
CNT-10889,Newsletter,Campaign_Q4_Holiday,136857-27525,8810,2023-01-01
CNT-10890,newsletter,Campaign_Q1_Launch,55828-13001,4471,2024-12-24
CNT-10891,newsletter,Campaign_Q1_Launch,130101-26774,10316,2023-11-30
CNT-10892,Video,Campaign_Q4_Holiday,92497-17639,6598,2023-06-11
CNT-10893,Video,Campaign_Summer_Boost,70223-14796,5286,2024-05-13
CNT-10894,Newsletter,Campaign_Q4_Holiday,119238-22432,9335,2024-03-24
CNT-10895,Video,Campaign_Spring_Sale,106158-21095,9233,2024-02-10
CNT-10896,social media,Campaign_Q1_Launch,98510-20747,9313,2023-10-07
CNT-10897,newsletter,Campaign_Spring_Sale,102939-21114,8583,2024-01-29
CNT-10898,newsletter,Campaign_Spring_Sale,26744-5908,1825,2023-01-22
CNT-10899,Newsletter,Campaign_Q1_Launch,98957-22028,8276,2023-02-03
CNT-10900,Social Media,Campaign_Q4_Holiday,31952-6206,1286,2024-09-30
CNT-10901,newsletter,Campaign_Spring_Sale,39535-9168,2188,2024-11-19
CNT-10902,Video,Campaign_Q4_Holiday,115631-23859,7193,2023-11-27
CNT-10903,Blog,Campaign_Q1_Launch,100019-19409,6962,2023-10-12
CNT-10904,Social Media,Campaign_Q1_Launch,122970-29349,7906,2023-12-09
CNT-10905,social media,Campaign_Spring_Sale,146223-32859,14075,2024-04-22
CNT-10906,Video,Campaign_Summer_Boost,32768-6369,2813,2023-02-02
CNT-10907,BLOG,Campaign_Q4_Holiday,73812-14113,3611,2024-03-30
CNT-10908,Newsletter,Campaign_Summer_Boost,108558-21704,6360,2024-02-23
CNT-10909,VIDEO,Campaign_Summer_Boost,46232-8405,1704,2023-12-23
CNT-10910,BLOG,Campaign_Q4_Holiday,17201-3472,1525,2024-09-29
CNT-10911,BLOG,Campaign_Q1_Launch,119458-25312,10691,2023-10-01
CNT-10912,Blog,Campaign_Q1_Launch,48215-10913,3120,2024-11-20
CNT-10913,Newsletter,Campaign_Spring_Sale,98352-21015,7337,2024-02-13
CNT-10914,social media,Campaign_Summer_Boost,127954-23223,6867,2023-07-11
CNT-10915,BLOG,Campaign_Summer_Boost,31491-6360,2039,2024-08-24
CNT-10916,newsletter,Campaign_Summer_Boost,34806-8073,2019,2024-06-17
CNT-10917,Blog,Campaign_Summer_Boost,72115-13270,5902,2024-04-10
CNT-10918,social media,Campaign_Summer_Boost,80844-18467,5236,2024-10-23
CNT-10919,Video,Campaign_Q1_Launch,144109-29598,7099,2023-07-22
CNT-10920,Blog,Campaign_Q4_Holiday,38377-7821,2900,2023-03-20
CNT-10921,BLOG,Campaign_Spring_Sale,128123-28981,7594,2023-05-25
CNT-10922,Social Media,Campaign_Summer_Boost,132873-24229,8943,2023-04-08
CNT-10923,Video,Campaign_Q1_Launch,85719-18145,4119,2024-08-19
CNT-10924,newsletter,Campaign_Q1_Launch,86426-15782,6470,2024-09-07
CNT-10925,Blog,Campaign_Spring_Sale,132292-29909,13073,2024-07-21
CNT-10926,VIDEO,Campaign_Spring_Sale,120342-25382,8170,2024-09-07
CNT-10927,social media,Campaign_Q1_Launch,18723-3955,808,2024-06-11
CNT-10928,Video,Campaign_Summer_Boost,148134-27035,6223,2023-01-17
CNT-10929,social media,Campaign_Spring_Sale,89087-19843,4093,2023-02-04
CNT-10930,VIDEO,Campaign_Q1_Launch,103893-21048,9202,2023-08-15
CNT-10931,BLOG,Campaign_Q4_Holiday,24971-5445,2397,2023-08-30
CNT-10932,VIDEO,Campaign_Q1_Launch,122723-27256,9324,2024-03-04
CNT-10933,Video,Campaign_Spring_Sale,34683-6577,2887,2023-10-25
CNT-10934,Newsletter,Campaign_Q4_Holiday,125631-28461,6718,2023-04-28
CNT-10935,Social Media,Campaign_Summer_Boost,64845-13214,3167,2024-04-13
CNT-10936,Blog,Campaign_Summer_Boost,99156-21410,8816,2024-02-03
CNT-10937,Video,Campaign_Spring_Sale,15127-2944,646,2023-09-23
CNT-10938,Newsletter,Campaign_Summer_Boost,124380-29617,8544,2023-05-03
CNT-10939,Newsletter,Campaign_Q4_Holiday,107909-22602,9383,2024-06-08
CNT-10940,VIDEO,Campaign_Spring_Sale,20950-4129,1419,2023-12-20
CNT-10941,Video,Campaign_Summer_Boost,76635-18057,6183,2024-02-10
CNT-10942,Blog,Campaign_Q1_Launch,119316-23414,4913,2024-01-30
CNT-10943,Social Media,Campaign_Summer_Boost,64815-14755,3431,2023-05-11
CNT-10944,social media,Campaign_Q1_Launch,138670-33248,14905,2024-07-19
CNT-10945,newsletter,Campaign_Q4_Holiday,81761-15178,3742,2023-04-12
CNT-10946,social media,Campaign_Summer_Boost,110168-23069,6462,2024-02-11
CNT-10947,VIDEO,Campaign_Q1_Launch,99649-23050,5762,2023-09-09
CNT-10948,Blog,Campaign_Q1_Launch,72474-14649,5249,2023-10-13
CNT-10949,Social Media,Campaign_Q4_Holiday,149993-31772,10839,2024-06-06
CNT-10950,VIDEO,Campaign_Spring_Sale,18978-3909,1156,2024-01-26
CNT-10951,social media,Campaign_Spring_Sale,112112-24648,8613,2023-05-26
CNT-10952,newsletter,Campaign_Q4_Holiday,57790-10883,3303,2023-08-30
CNT-10953,VIDEO,Campaign_Spring_Sale,138210-27701,11812,2023-05-06
CNT-10954,social media,Campaign_Summer_Boost,103923-22664,7197,2024-07-28
CNT-10955,Video,Campaign_Spring_Sale,50180-11724,2396,2024-04-10
CNT-10956,newsletter,Campaign_Q1_Launch,22008-4516,1539,2024-01-07
CNT-10957,Video,Campaign_Spring_Sale,116338-25551,8760,2023-10-01
CNT-10958,newsletter,Campaign_Spring_Sale,110618-24337,6556,2024-10-19
CNT-10959,Blog,Campaign_Spring_Sale,34195-6217,1580,2023-09-02
CNT-10960,VIDEO,Campaign_Q4_Holiday,126922-30204,12510,2024-10-14
CNT-10961,Video,Campaign_Q4_Holiday,125632-27436,12069,2023-09-21
CNT-10962,newsletter,Campaign_Q4_Holiday,50584-11384,4304,2023-04-10
CNT-10963,VIDEO,Campaign_Q1_Launch,92404-16641,4286,2023-09-14
CNT-10964,social media,Campaign_Q4_Holiday,60460-12313,4901,2024-10-19
CNT-10965,newsletter,Campaign_Q4_Holiday,139696-31732,12319,2024-10-21
CNT-10966,social media,Campaign_Spring_Sale,89056-16791,4720,2024-08-28
CNT-10967,social media,Campaign_Spring_Sale,50109-9812,2845,2024-05-19
CNT-10968,newsletter,Campaign_Q4_Holiday,62568-12974,3412,2024-04-01
CNT-10969,BLOG,Campaign_Q1_Launch,58215-13954,5087,2024-06-17
CNT-10970,BLOG,Campaign_Spring_Sale,39440-7335,3164,2024-06-22
CNT-10971,Blog,Campaign_Q4_Holiday,24134-4673,1376,2024-06-27
CNT-10972,social media,Campaign_Q4_Holiday,143237-30440,9934,2023-11-01
CNT-10973,Social Media,Campaign_Q1_Launch,89805-18654,7928,2024-10-02
CNT-10974,social media,Campaign_Summer_Boost,146850-33407,9279,2024-05-01
CNT-10975,Video,Campaign_Q4_Holiday,79078-17472,4270,2023-12-15
CNT-10976,social media,Campaign_Spring_Sale,29305-5539,2455,2023-11-21
CNT-10977,Blog,Campaign_Q4_Holiday,36289-8387,3171,2024-12-21
CNT-10978,newsletter,Campaign_Summer_Boost,122874-27618,8596,2024-04-08
CNT-10979,VIDEO,Campaign_Q4_Holiday,71426-15931,6158,2023-03-22
CNT-10980,social media,Campaign_Summer_Boost,91172-20679,5831,2024-08-22
CNT-10981,Social Media,Campaign_Q1_Launch,45085-10042,2850,2024-03-24
CNT-10982,Social Media,Campaign_Spring_Sale,102081-24261,5165,2024-09-25
CNT-10983,Blog,Campaign_Q4_Holiday,71036-14893,5104,2023-05-21
CNT-10984,Newsletter,Campaign_Spring_Sale,147430-34633,11977,2023-12-28
CNT-10985,Blog,Campaign_Q4_Holiday,136835-29311,11050,2024-07-21
CNT-10986,Social Media,Campaign_Spring_Sale,20328-3712,1408,2023-05-07
CNT-10987,Video,Campaign_Q1_Launch,40537-9102,2225,2024-02-22
CNT-10988,Newsletter,Campaign_Q1_Launch,118576-22639,5013,2024-05-15
CNT-10989,BLOG,Campaign_Summer_Boost,43227-8437,2916,2023-02-13
CNT-10990,Newsletter,Campaign_Q4_Holiday,40730-8877,3516,2023-01-15
CNT-10991,Video,Campaign_Q1_Launch,84512-18412,5307,2024-12-12
CNT-10992,newsletter,Campaign_Spring_Sale,86538-16390,3992,2024-11-20
CNT-10993,Blog,Campaign_Q4_Holiday,126028-25328,9239,2024-09-26
CNT-10994,Blog,Campaign_Spring_Sale,26763-6342,1815,2024-04-12
CNT-10995,VIDEO,Campaign_Q4_Holiday,55707-12510,2701,2024-10-30
CNT-10996,social media,Campaign_Summer_Boost,68915-15542,4021,2023-08-26
CNT-10997,Newsletter,Campaign_Q4_Holiday,112816-24879,9204,2024-05-24
CNT-10998,newsletter,Campaign_Spring_Sale,80717-18903,7499,2023-05-14
CNT-10999,Newsletter,Campaign_Summer_Boost,141381-28185,7094,2023-03-13
CNT-11000,Video,Campaign_Summer_Boost,129715-28012,7400,2024-04-26
